person	document_count	total_words	first_date	last_date	organization_diversity	family_diversity	process_diversity	collection_diversity	document_type_diversity	institutional_breadth_score	centrality_score	top_families	top_organizations	top_processes	top_collections	top_document_types	interpretation_note
Л.Е. Хосроева	2	3664	1935-03-27T03:34:00	1935-03-28T08:00:00	5	2	1	1	1	15	62	security_apparatus:2 | party_apparatus:2	ГУГБ:2 | ВКП(б):2 | ИНО ГУГБ:2 | НКВД:2 | ЦК ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.В. Михайлика	2	2346	1936-10-05T11:36:32	1936-10-10T11:46:10	3	3	1	1	1	16	62	security_apparatus:2 | party_apparatus:2 | state_apparatus:1	ГУГБ:2 | ВКП(б):2 | Совнарком:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.Н. Рябинина	2	2344	1935-04-04T00:00:00	1935-04-23T01:00:00	5	2	1	1	1	15	62	security_apparatus:2 | party_apparatus:2	ГУГБ:2 | ВКП(б):2 | ИНО ГУГБ:2 | НКВД:2 | ЦК ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.В. Буинцева	2	5205	1937-01-14T20:31:56	1937-01-20T20:42:17	3	3	1	1	1	16	62	press_media:2 | security_apparatus:2 | party_apparatus:2	ГУГБ:2 | ВКП(б):2 | Правда:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Т.Г. Гатаулина	2	1820	1936-03-26T00:00:00	1936-04-09T02:00:00	5	2	1	1	1	15	62	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Горьковский крайком ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.В. Румянцевым	3	726	1934-12-18T10:00:00	1934-12-25T03:00:00	3	2	2	1	1	15	61	security_apparatus:3 | party_apparatus:1	ГУГБ:3 | НКВД:2 | ВКП(б):1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	confrontation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.А. Бусыгина	2	3997	1936-05-20T01:10:00	1936-05-22T00:10:00	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:2	ГУГБ:2 | ВКП(б):2 | НКВД:2 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Н. Голованова	2	3251	1936-10-19T00:57:00	1936-10-26T18:50:19	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	special_report:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.И. Майзлиной	2	1886	1936-03-09T03:22:00	1936-03-14T01:22:00	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.М. Манюрин-Броварский	2	4177	1937-01-11T13:16:56	1937-01-14T13:20:52	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | НКВД:2 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.Р. Майера	2	5283	1936-10-01T09:07:38	1936-10-08T03:36:00	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | НКВД:2 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.О. Гольденберга	2	946	1936-09-19T07:57:19	1936-09-20T16:59:17	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:2	ВКП(б):2 | ЦК ВКП(б):2 | НКВД:2 | ГУГБ:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	memo_note:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.И. Сумецкого	2	5548	1936-12-28T18:18:01	1937-01-02T18:22:01	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:2	ГУГБ:2 | Политбюро:2 | ВКП(б):2 | ЦК ВКП(б):2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.Н. Алексеева	2	1413	1933-02-12T09:57:30	1933-02-21T10:06:58	4	2	1	1	2	15	61	party_apparatus:2 | international:1	ВКП(б):2 | ЦК ВКП(б):1 | Коминтерн:1 | ИККИ:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	ПРЕДЫСТОРИЯ:2	memo_note:1 | telegram:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.А. Гоглидзе	2	3401	1937-02-10T16:58:51	1937-02-16T16:22:28	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | НКВД:2 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	statement:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.П. Калашникова	2	4986	1937-02-11T10:31:14	1937-02-14T10:40:50	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:1	ГУГБ:2 | ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ю.М. Бочарова	2	3592	1936-04-13T08:20:00	1936-04-24T12:51:00	4	2	1	1	2	15	61	security_apparatus:2 | party_apparatus:2	ГУГБ:2 | ВКП(б):2 | ЦК ВКП(б):1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.А. Жданову	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	3	3	1	1	1	16	61	press_media:1 | security_apparatus:1 | party_apparatus:1	ВКП(б):1 | Известия:1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.А. Табанакова	1	3692	1937-03-01T12:00:25	1937-03-01T12:00:25	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.И. Никитинской	1	895	1935-02-26T00:00:00	1935-02-26T00:00:00	3	3	1	1	1	16	61	security_apparatus:1 | party_apparatus:1 | state_apparatus:1	ГУГБ:1 | ВКП(б):1 | ЦИК СССР:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.М. Кашкина	1	3946	1936-10-06T00:36:00	1936-10-06T00:36:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.Е. Алдаданова	1	4207	1937-02-02T18:22:43	1937-02-02T18:22:43	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.Л. Лопатинского	1	534	1935-04-13T02:00:00	1935-04-13T02:00:00	3	3	1	1	1	16	61	press_media:1 | security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1 | Правда:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.К. Сотскова	1	154	1935-05-09T14:56:00	1935-05-09T14:56:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	НКВД:1 | КПК при ЦК ВКП(б):1 | КПК:1 | ВКП(б):1 | ЦК ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Я. Родака	1	1384	1936-11-29T14:46:25	1936-11-29T14:46:25	3	3	1	1	1	16	61	press_media:1 | security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1 | Правда:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Г. Матитайшвили	1	2104	1936-09-01T16:48:05	1936-09-01T16:48:05	3	3	1	1	1	16	61	party_apparatus:1 | international:1 | state_apparatus:1	Совнарком:1 | ВКП(б):1 | Коминтерн:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_extract:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.С. Зайделя	1	2934	1936-06-09T00:14:00	1936-06-09T00:14:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | ИНО ГУГБ:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.И. Лакиды	1	618	1935-04-17T03:00:00	1935-04-17T03:00:00	3	3	1	1	1	16	61	press_media:1 | security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1 | Правда:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.В. Любина	1	574	1935-01-11T02:00:00	1935-01-11T02:00:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | ОО ГУГБ НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.А. Довганя	1	2156	1936-12-29T12:48:11	1936-12-29T12:48:11	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.М. Ерофицкого	1	3406	1937-01-30T21:26:12	1937-01-30T21:26:12	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.М. Заковского	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	3	3	1	1	1	16	61	press_media:1 | security_apparatus:1 | party_apparatus:1	ВКП(б):1 | Известия:1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.И. Кахиани	1	835	1937-01-30T13:02:35	1937-01-30T13:02:35	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | КПК при ЦК ВКП(б):1 | КПК:1 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	memo_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.Г. Томсинского	1	2763	1936-06-10T00:14:00	1936-06-10T00:14:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | ИНО ГУГБ:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.Е. Эйдмана	1	5705	1936-12-19T00:29:00	1936-12-19T00:29:00	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ф.И. Музыки	1	1427	1935-04-17T07:00:00	1935-04-17T07:00:00	3	3	1	1	1	16	61	party_apparatus:1 | security_apparatus:1 | international:1	ГУГБ:1 | ВКП(б):1 | Коминтерн:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ф.И. Никогда	1	1728	1936-11-23T14:48:50	1936-11-23T14:48:50	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Э.К. Константа	1	2452	1936-07-21T02:10:00	1936-07-21T02:10:00	3	3	1	1	1	16	61	party_apparatus:1 | security_apparatus:1 | international:1	ВКП(б):1 | Коминтерн:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ю.Г. Островского	1	1671	1936-10-22T13:12:26	1936-10-22T13:12:26	5	2	1	1	1	15	61	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Политбюро:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.С. Антонова	10	1860	1934-12-09T05:11:00	1934-12-22T01:00:00	3	2	1	1	1	13	60	security_apparatus:10 | party_apparatus:4	ГУГБ:10 | ВКП(б):4 | НКВД:3	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:10	МАТЕРИАЛЫ СЛЕДСТВИЯ:10	interrogation_protocol:10	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Ф. Шараповой	6	4390	1935-03-13T01:00:00	1935-04-26T00:10:00	3	2	1	1	2	14	60	security_apparatus:6 | party_apparatus:6	ГУГБ:6 | ВКП(б):6 | ЦК ВКП(б):2	КРЕМЛЕВСКОЕ ДЕЛО:6	МАТЕРИАЛЫ СЛЕДСТВИЯ:6	interrogation_protocol:4 | special_report:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.С. Горшениным	5	1423	1935-01-04T16:00:00	1935-01-10T14:00:00	4	2	1	1	1	14	60	security_apparatus:5 | party_apparatus:3	ГУГБ:5 | НКВД:4 | ВКП(б):3 | ЦК ВКП(б):3	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	confrontation_protocol:5	centrality_metrics_from_document_cooccurrence_not_biographical_claim
П.А. Коваленко	5	5065	1936-03-04T10:37:00	1936-04-27T00:30:00	3	2	1	1	2	14	59	security_apparatus:5 | party_apparatus:5	ГУГБ:5 | ВКП(б):5 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	interrogation_protocol:4 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Д. Арефьева	2	5002	1933-04-01T12:21:44	1937-02-21T13:39:11	3	2	1	2	2	15	59	party_apparatus:2 | security_apparatus:1	ВКП(б):2 | ГУГБ:1 | ЦК ВКП(б):1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	ПРЕДЫСТОРИЯ:1 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Ю. Айхенвальда	5	2942	1933-02-19T14:16:52	1933-04-17T12:29:25	2	2	1	1	3	14	58	party_apparatus:2 | international:1	ВКП(б):2 | ИККИ:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:5	ПРЕДЫСТОРИЯ:5	testimony:2 | confrontation_protocol:2 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.И. Трусова	4	4226	1936-02-22T01:42:00	1936-04-05T01:23:00	3	2	1	1	2	14	58	security_apparatus:4 | party_apparatus:3	ГУГБ:4 | ВКП(б):3 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:4	МАТЕРИАЛЫ СЛЕДСТВИЯ:4	interrogation_protocol:3 | special_report:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Б.И. Кузьмичева	3	3264	1936-07-09T00:10:00	1936-09-03T01:36:00	4	2	1	1	1	14	58	party_apparatus:3 | security_apparatus:2	ВКП(б):3 | ЦК ВКП(б):3 | ГУГБ:2 | НКВД:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Д. Каспаровой	3	2529	1936-11-05T21:51:56	1936-11-11T21:07:49	4	2	1	1	1	14	58	security_apparatus:3 | party_apparatus:3	ГУГБ:3 | ВКП(б):3 | ЦК ВКП(б):3 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.П. Потемкина	3	473	1937-01-24T10:34:13	1937-01-27T19:15:27	4	2	1	1	1	14	58	party_apparatus:2 | state_apparatus:2	НКИД:2 | Политбюро:1 | ЦК ВКП(б):1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	ДРУГИЕ ДОКУМЕНТЫ:3	telegram:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Е. Горбачева	3	3748	1935-01-03T14:00:00	1935-01-05T18:00:00	4	2	1	1	1	14	58	party_apparatus:3 | international:1	ВКП(б):3 | ЦК ВКП(б):2 | Политбюро:1 | Коминтерн:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.И. Синелобовой	3	2410	1935-02-10T03:00:00	1935-03-28T06:00:00	4	2	1	1	1	14	58	security_apparatus:3 | party_apparatus:3	НКВД:3 | ГУГБ:2 | ВКП(б):2 | Политбюро:1	КРЕМЛЕВСКОЕ ДЕЛО:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.П. Серебряковым	3	7534	1937-01-16T08:01:48	1937-01-17T15:19:34	4	2	1	1	1	14	58	security_apparatus:3 | party_apparatus:3	ГУГБ:3 | ВКП(б):3 | ЦК ВКП(б):3 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.И. Гордона	3	4676	1936-10-20T14:35:32	1936-11-29T14:39:24	4	2	1	1	1	14	58	security_apparatus:3 | party_apparatus:3	ГУГБ:3 | ВКП(б):3 | ЦК ВКП(б):3 | НКВД:3	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	special_report:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ф.Ф. Фадеева	7	1652	1934-12-15T05:00:00	1935-01-05T13:00:00	3	2	1	1	1	13	57	security_apparatus:3 | party_apparatus:2	ГУГБ:3 | НКВД:3 | ВКП(б):2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:7	МАТЕРИАЛЫ СЛЕДСТВИЯ:7	interrogation_protocol:7	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.Е. Авдеевой	3	1334	1935-01-20T01:00:00	1935-01-26T18:49:00	3	2	1	1	2	14	57	security_apparatus:3 | party_apparatus:1	ГУГБ:3 | ВКП(б):1 | НКВД:1	КРЕМЛЕВСКОЕ ДЕЛО:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:2 | confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
